"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"62","261.20142454964116","270.18378257347433","4.771232643288424","-0.3109932039506031","0.015800000000000036","0.019199999999999995","0.0124","1216","0.00017753749290850776","0","0.00017753749290850776","0.00017753749290850776","","","true"
"63","161.619596415209","144.3017492016517","4.994786719643829","-0.308453762666027","0.034399999999999986","0.020399999999999974","0.0484","1216","0.00020159202959641075","0","0.00020159202959641075","0.00020159202959641075","63_64:0.007168610276763521;63_62:0.005974165248813973","63_64:533.3333333333333;63_62:533.3333333333333","true"
"64","270.7188702241168","171.9597067028144","4.878916946712759","-0.31051183745857736","0.10139999999999993","0.07040000000000002","0.1324","1216","0.0002343478022618361","0","0.0002343478022618361","0.0002343478022618361","64_65:0.00806059529489167;64_54:0.0081298146831415","64_65:533.3333333333333;64_54:533.3333333333333","true"
"65","304.05877792222697","270.9508330095159","4.758077417316479","-0.31051573933044047","0.018999999999999906","0.021399999999999975","0.0166","1216","0.00021866890102587014","0","0.00021866890102587014","0.00021866890102587014","","","true"
"66","310.4798987979001","220.23451041821343","4.809594109091326","-0.3109248312518322","0.02310000000000001","0.025000000000000022","0.0212","1216","0.00018106820337011008","0","0.00018106820337011008","0.00018106820337011008","66_65:0.006062694447549893","66_65:533.3333333333333","true"
"67","418.84053538140154","321.06748793324266","4.892969690915572","-0.31039200176040205","0.012599999999999945","0.0122","0.013000000000000012","1216","0.00024497634133751906","0","0.00024497634133751906","0.00024497634133751906","67_66:0.0042465512858303744","67_66:533.3333333333333","true"
"68","262.97162887775613","204.36798239509204","4.74128980189362","-0.31180260683390987","0.010000000000000009","0.0134","0.00660000000000005","1216","0.00045666238973184845","0","0.00045666238973184845","0.00045666238973184845","68_67:0.005496647747267158;68_55:0.010151610815662904","68_67:533.3333333333333;68_55:533.3333333333333","true"
"69","185.03107224143568","32.45015842940486","4.8374208451313345","-0.30965408980565917","0.007500000000000062","0.008600000000000052","0.0064","1216","0.00048975814306004","0","0.00048975814306004","0.00048975814306004","69_68:0.014617582261709727;69_70:0.06978670405397","69_68:533.3333333333333;69_70:533.3333333333333","true"
"70","240.90751428769232","324.11111878507074","4.708544814617813","-0.31145025923177105","0.12660000000000005","0.24219999999999997","0.011","1216","0.003887547717444352","0","0.003887547717444352","0.003887547717444352","","","true"
"71","268.8774904072011","118.8971142086444","4.846313807709312","-0.3101101834347441","0.22120000000000006","0.22340000000000004","0.219","1216","0.00017006159538276452","0","0.00017006159538276452","0.00017006159538276452","71_58:0.01665990263718503;71_77:0.010857157611668833","71_58:533.3333333333333;71_77:533.3333333333333","true"
"72","114.45448502904371","142.40955460332506","4.874541244156005","-0.30919743263741656","0.10070000000000001","0.09019999999999995","0.1112","1216","0.00023150758207769273","0","0.00023150758207769273","0.00023150758207769273","72_62:0.004630089459436798","72_62:533.3333333333333","true"
"73","269.3855519630587","199.64082154960673","4.874791310782618","-0.3102390852422053","0.0048000000000000265","0.005600000000000049","0.004","1216","0.00014795274460988094","0","0.00014795274460988094","0.00014795274460988094","73_66:0.006760607306388167;73_85:0.004134253819561451","73_66:533.3333333333333;73_85:533.3333333333333","true"
"74","228.26708417264663","313.76745511204496","4.814364844376075","-0.31129790243600725","0.0032000000000000917","0.0048000000000000265","0.0016","1216","0.00014291974162545363","0","0.00014291974162545363","0.00014291974162545363","74_70:0.08929094579722502","74_70:533.3333333333333","true"
"75","321.547752816665","278.71706526069664","4.768980178915828","-0.31042690020941655","0.04420000000000002","0.0478","0.04059999999999997","1216","0.00018272959866521218","0","0.00018272959866521218","0.00018272959866521218","75_76:0.0054143248160213875","75_76:533.3333333333333","true"
"76","300.9746465909539","124.49435622706297","4.702014158307308","-0.31291705661427394","0.015700000000000047","0.015800000000000036","0.0156","1216","0.00017014473189378535","0","0.00017014473189378535","0.00017014473189378535","","","true"
"77","264.0982360838964","232.2298444616857","4.806555827473171","-0.3107912307043456","0.021600000000000064","0.02639999999999998","0.0168","1216","0.0002825371506724186","0","0.0002825371506724186","0.0002825371506724186","77_76:0.008955239510524432","77_76:533.3333333333333","true"
"78","248.47709098884192","273.3257566985593","4.861119185862543","-0.30955241234604897","0.016100000000000003","0.0182","0.014000000000000012","1216","0.00016786675316047005","0","0.00016786675316047005","0.00016786675316047005","78_77:0.010357176495745385;78_79:0.0072523669919388745","78_77:533.3333333333333;78_79:533.3333333333333","true"
"79","189.18117746167448","23.23473755438554","4.786049106448157","-0.31151163662354525","0.009099999999999997","0.014599999999999946","0.0036","1216","0.00021818182377320494","0","0.00021818182377320494","0.00021818182377320494","79_91:0.007834856136144541","79_91:533.3333333333333","true"
"80","156.61448839295895","176.0397232517213","5.042749015532641","-0.3079238440194016","0.026000000000000023","0.04179999999999995","0.0102","1216","0.00032833799112464264","0","0.00032833799112464264","0.00032833799112464264","80_79:0.012535158878490493;80_81:0.007437667147943361","80_79:533.3333333333333;80_81:533.3333333333333","true"
"81","199.2330006861918","147.9243862404745","4.961382372136232","-0.30881300331410194","0.008399999999999963","0.013599999999999945","0.0032","1216","0.0001931951773128469","0","0.0001931951773128469","0.0001931951773128469","81_82:0.023831806223690494;81_72:0.006638586987855494","81_82:533.3333333333333;81_72:533.3333333333333","true"
"82","239.1199550863715","175.14487305448617","4.815062928952966","-0.31103172317325406","0.023333333333333317","0.013333333333333308","0.03333333333333333","1216","0.00015413515757521987","0","0.00015413515757521987","0.00015413515757521987","82_83:1","82_83:533.3333333333333","true"
"83","269.6677218752489","72.88690467152367","4.721440939429672","-0.2975486698247847","0.42666666666666664","0.4933333333333333","0.36","1216","0.00882550804189988","0","0.00882550804189988","0.00882550804189988","","","true"
"84","392.84259365942745","289.9112780353871","4.666014178281295","-0.3133527023161981","0.012499999999999956","0.015800000000000036","0.0092","1216","0.0006260435940211389","0","0.0006260435940211389","0.0006260435940211389","84_83:1","84_83:448","true"
"85","174.36168939951799","112.16013739698467","4.745281583223244","-0.3119683812702387","0.03469999999999995","0.0358","0.03359999999999996","1216","0.00020219085699024148","0","0.00020219085699024148","0.00020219085699024148","85_84:0.010505034563910554","85_84:533.3333333333333","true"
"86","183.20980685585664","184.76958863142625","4.8898848316794234","-0.30913746648321616","0.007000000000000006","0.007000000000000006","0.007","1216","0.00020591485452096066","0","0.00020591485452096066","0.00020591485452096066","86_85:0.01027706789962854;86_87:0.004500525693367535","86_85:533.3333333333333;86_87:533.3333333333333","true"
"87","211.83046167210338","308.3476138679503","4.8244285035431655","-0.3099624961358293","0.007500000000000062","0.008600000000000052","0.0064","1216","0.0001428637958500125","0","0.0001428637958500125","0.0001428637958500125","87_88:0.0053183562331955425","87_88:533.3333333333333","true"
"88","240.7549438281975","147.40804354887266","4.689545562207001","-0.3191806929563948","0.00550000000000006","0.006000000000000005","0.005","1216","0.0001621226674735164","0","0.0001621226674735164","0.0001621226674735164","","","true"
